User_ID,Cust_name,Course_ID,Course_Name,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Course_Category,Orders,Amount
8833044,Customer_264,C00003,Digital Marketing,M,26-35,48,1,Illinois,Central,Professional,Business,3,260.47
8507639,Customer_265,C00004,Python Programming,F,18-25,37,0,Florida,Western,Unemployed,Technology,3,422.82
3016386,Customer_266,C00000,Python Programming,F,26-35,44,1,Illinois,Eastern,Student,Business,1,264.81
5152985,Customer_267,C00004,Graphic Design,M,0-17,55,1,Texas,Southern,Self-Employed,Technology,1,466.77
8030400,Customer_268,C00004,Data Science,F,46-55,48,0,Florida,Eastern,Student,Business,2,230.03
7986862,Customer_269,C00004,Python Programming,F,46-55,57,1,New York,Eastern,Retired,Technology,2,445.39
5894406,Customer_270,C00003,Python Programming,M,26-35,35,0,Texas,Central,Professional,Technology,3,55.83
8017426,Customer_271,C00002,Web Development,M,18-25,26,1,California,Western,Self-Employed,Arts,4,203.59
8317694,Customer_272,C00004,Web Development,M,0-17,58,1,New York,Eastern,Unemployed,Arts,2,327.41
2547822,Customer_273,C00002,Python Programming,M,0-17,19,0,Illinois,Western,Retired,Technology,4,434.68
5272891,Customer_274,C00000,Data Science,M,36-45,35,0,Florida,Southern,Professional,Business,3,89.91
7406437,Customer_275,C00001,Graphic Design,F,26-35,10,0,Florida,Southern,Unemployed,Arts,4,83.6
6033939,Customer_276,C00004,Digital Marketing,M,36-45,25,1,New York,Northern,Retired,Technology,2,404.54
7165367,Customer_277,C00002,Python Programming,M,26-35,26,0,California,Central,Professional,Arts,3,304.75
5923292,Customer_278,C00000,Data Science,F,36-45,52,1,Florida,Southern,Unemployed,Technology,4,109.37
8631187,Customer_279,C00003,Data Science,F,55+,46,1,California,Eastern,Self-Employed,Technology,2,264.82
3715432,Customer_280,C00000,Data Science,M,18-25,17,1,California,Eastern,Professional,Arts,2,142.08
8120232,Customer_281,C00003,Python Programming,M,26-35,33,1,Texas,Southern,Unemployed,Technology,3,388.13
4634553,Customer_282,C00001,Python Programming,M,46-55,59,0,New York,Northern,Retired,Technology,4,417.02
3830319,Customer_283,C00001,Data Science,F,26-35,50,0,New York,Central,Self-Employed,Technology,1,248.28
2205300,Customer_284,C00002,Data Science,M,46-55,48,0,New York,Northern,Retired,Arts,2,485.53
1092810,Customer_285,C00003,Python Programming,M,36-45,55,0,Illinois,Western,Self-Employed,Technology,3,335.93
8900884,Customer_286,C00003,Graphic Design,M,36-45,47,1,New York,Central,Unemployed,Technology,3,166.85
4151121,Customer_287,C00001,Python Programming,F,18-25,59,0,Florida,Central,Professional,Arts,3,79.67
2172096,Customer_288,C00000,Web Development,M,46-55,47,0,Florida,Eastern,Unemployed,Business,1,363.79
5321318,Customer_289,C00000,Data Science,M,18-25,14,1,New York,Central,Retired,Technology,1,315.5
2794241,Customer_290,C00002,Graphic Design,M,0-17,44,0,Florida,Central,Student,Business,2,204.42
6932154,Customer_291,C00001,Digital Marketing,M,46-55,32,0,Texas,Eastern,Unemployed,Business,3,382.33
4246769,Customer_292,C00001,Python Programming,F,26-35,59,0,Illinois,Central,Self-Employed,Technology,4,67.43
3815510,Customer_293,C00004,Data Science,F,46-55,40,1,Illinois,Northern,Retired,Technology,1,433.53
5216318,Customer_294,C00002,Python Programming,F,36-45,43,0,California,Central,Unemployed,Business,1,135.8
8355740,Customer_295,C00001,Digital Marketing,M,55+,37,0,California,Southern,Retired,Technology,1,64.91
8095617,Customer_296,C00004,Python Programming,F,55+,17,0,Illinois,Central,Self-Employed,Business,1,451.36
2505090,Customer_297,C00003,Graphic Design,M,18-25,23,1,New York,Central,Self-Employed,Technology,4,328.07
3181554,Customer_298,C00004,Digital Marketing,M,0-17,35,1,New York,Western,Self-Employed,Arts,3,105.99
6106278,Customer_299,C00001,Web Development,M,18-25,47,0,Texas,Western,Professional,Technology,2,332.42
5643747,Customer_300,C00000,Web Development,M,0-17,41,0,Illinois,Northern,Unemployed,Technology,4,450.07
8235573,Customer_301,C00002,Data Science,M,55+,46,1,Florida,Western,Professional,Arts,1,313.27
7834327,Customer_302,C00003,Web Development,M,36-45,59,0,Florida,Northern,Self-Employed,Technology,2,387.97
1016371,Customer_303,C00000,Python Programming,M,55+,57,0,California,Western,Student,Technology,1,453.04
8731279,Customer_304,C00002,Graphic Design,M,55+,49,1,Illinois,Western,Unemployed,Technology,4,462.25
2707121,Customer_305,C00003,Web Development,M,18-25,18,0,California,Eastern,Unemployed,Technology,1,114.13
2056923,Customer_306,C00003,Data Science,F,26-35,28,0,Texas,Northern,Retired,Technology,2,389.62
3613077,Customer_307,C00001,Python Programming,M,26-35,30,0,California,Central,Professional,Business,2,436.2
7260225,Customer_308,C00004,Data Science,F,18-25,35,0,Texas,Western,Student,Technology,3,492.4
5927603,Customer_309,C00000,Data Science,F,55+,49,1,Illinois,Northern,Professional,Technology,3,438.79
9062801,Customer_310,C00004,Graphic Design,M,55+,39,0,Texas,Central,Professional,Arts,4,357.31
9270219,Customer_311,C00001,Graphic Design,F,18-25,12,0,California,Western,Self-Employed,Technology,3,173.57
3905152,Customer_312,C00001,Data Science,F,0-17,50,1,Illinois,Southern,Unemployed,Business,3,190.15
,,,,,,,,,,,,,
9161527,Customer_313,C00000,Data Science,F,18-25,27,0,California,Central,Professional,Technology,2,405.58
8561270,Customer_314,C00003,Web Development,F,55+,50,1,Florida,Western,Student,Technology,2,236.47
9537380,Customer_315,C00002,Web Development,M,55+,49,0,New York,Western,Unemployed,Technology,4,432.41
6598334,Customer_316,C00003,Digital Marketing,M,0-17,43,0,Texas,Central,Unemployed,Arts,1,261.9
5988947,Customer_317,C00004,Graphic Design,M,18-25,13,0,Texas,Northern,Professional,Arts,4,349.57
9867525,Customer_318,C00000,Web Development,M,55+,36,1,New York,Eastern,Professional,Arts,2,480.02
3724564,Customer_319,C00001,Data Science,M,18-25,57,0,Texas,Western,Student,Technology,1,145.53
2103017,Customer_320,C00003,Web Development,M,46-55,34,1,Texas,Northern,Student,Business,3,179.82
8178425,Customer_321,C00000,Digital Marketing,F,0-17,59,0,Florida,Southern,Unemployed,Technology,1,252.46
4620485,Customer_322,C00002,Web Development,M,36-45,40,0,Illinois,Central,Retired,Arts,3,403.73
9573758,Customer_323,C00001,Data Science,M,26-35,11,0,Texas,Northern,Unemployed,Technology,1,419.03
7554793,Customer_324,C00003,Web Development,F,0-17,52,1,Florida,Northern,Retired,Technology,4,418.37
4450698,Customer_325,C00001,Web Development,M,18-25,28,0,Texas,Northern,Student,Technology,3,197.52
8456876,Customer_326,C00004,Graphic Design,F,55+,17,1,Illinois,Eastern,Self-Employed,Technology,2,89.85
8275403,Customer_327,C00002,Graphic Design,F,26-35,53,0,Florida,Eastern,Professional,Arts,3,116.93
8721890,Customer_328,C00002,Digital Marketing,F,18-25,15,1,Texas,Southern,Professional,Arts,3,119.95
2951537,Customer_329,C00002,Digital Marketing,M,36-45,50,0,Florida,Western,Professional,Technology,1,351.99
1569927,Customer_330,C00004,Web Development,M,0-17,47,0,New York,Eastern,Retired,Arts,4,301.23
4795814,Customer_331,C00003,Graphic Design,M,55+,29,1,Texas,Eastern,Retired,Technology,4,131.46
8682935,Customer_332,C00003,Graphic Design,M,55+,44,0,California,Eastern,Unemployed,Technology,2,252.87
8637736,Customer_333,C00003,Web Development,F,0-17,31,1,Illinois,Eastern,Student,Technology,1,278.79
1440301,Customer_334,C00003,Graphic Design,M,18-25,46,0,Texas,Southern,Self-Employed,Technology,2,400.08
5894223,Customer_335,C00003,Python Programming,M,18-25,34,0,Texas,Northern,Retired,Technology,2,312.16
1861188,Customer_336,C00000,Data Science,M,0-17,40,1,California,Central,Unemployed,Technology,3,219.73
6044118,Customer_337,C00004,Python Programming,F,18-25,11,1,Florida,Central,Unemployed,Technology,3,477.23
1440386,Customer_338,C00002,Python Programming,F,0-17,10,0,Illinois,Northern,Student,Technology,4,276.16
1872263,Customer_339,C00003,Python Programming,F,46-55,34,1,California,Western,Unemployed,Technology,3,437.7
4434824,Customer_340,C00003,Graphic Design,M,36-45,55,0,Illinois,Southern,Self-Employed,Technology,1,248.75
1618281,Customer_341,C00002,Web Development,F,55+,57,1,Texas,Southern,Student,Arts,1,56.73
3767321,Customer_342,C00002,Digital Marketing,F,0-17,14,0,Illinois,Eastern,Professional,Arts,2,320.96
7050707,Customer_343,C00000,Data Science,M,55+,10,0,Florida,Northern,Self-Employed,Arts,1,411.09
6021502,Customer_344,C00004,Data Science,F,36-45,46,0,New York,Eastern,Professional,Technology,4,177.73
8480093,Customer_345,C00001,Python Programming,F,36-45,30,1,Illinois,Central,Self-Employed,Arts,4,367.86
,,,,,,,,,,,,,
5433673,Customer_346,C00000,Digital Marketing,F,46-55,14,1,New York,Central,Professional,Business,3,258.56
8493731,Customer_347,C00001,Web Development,M,0-17,15,1,Florida,Northern,Unemployed,Technology,1,209.31
1949786,Customer_348,C00000,Digital Marketing,M,18-25,24,1,California,Central,Retired,Business,1,77.06
8875431,Customer_349,C00004,Digital Marketing,F,18-25,32,1,Illinois,Southern,Retired,Technology,4,210.05
9942847,Customer_350,C00004,Data Science,M,0-17,25,0,Illinois,Eastern,Self-Employed,Technology,2,413.95
9658504,Customer_351,C00001,Graphic Design,F,0-17,29,1,Illinois,Southern,Professional,Technology,3,408.1
4628899,Customer_352,C00003,Python Programming,F,36-45,22,1,Illinois,Northern,Self-Employed,Technology,1,429.03
4185266,Customer_353,C00003,Graphic Design,M,36-45,49,1,New York,Northern,Unemployed,Technology,1,409.51
1891121,Customer_354,C00003,Data Science,M,55+,42,1,Florida,Central,Retired,Business,2,395.02
9322734,Customer_355,C00001,Digital Marketing,F,26-35,40,1,New York,Western,Professional,Business,2,425.12
8792138,Customer_356,C00003,Python Programming,M,36-45,30,1,Texas,Western,Professional,Business,2,418.83
7788376,Customer_357,C00002,Web Development,M,0-17,30,1,Texas,Northern,Unemployed,Business,3,149.44
3914815,Customer_358,C00002,Web Development,F,26-35,15,1,California,Southern,Retired,Technology,2,368.27
7026283,Customer_359,C00004,Digital Marketing,F,36-45,20,1,California,Eastern,Professional,Technology,1,498.4
8238619,Customer_360,C00001,Graphic Design,M,18-25,34,1,Illinois,Western,Retired,Technology,1,115.3
9147918,Customer_361,C00003,Graphic Design,F,36-45,21,1,Texas,Western,Student,Technology,3,380.94
6267863,Customer_362,C00002,Python Programming,F,36-45,31,0,New York,Southern,Self-Employed,Technology,2,464.98
4610215,Customer_363,C00003,Data Science,M,36-45,16,0,Florida,Northern,Unemployed,Technology,3,343.28
9666161,Customer_364,C00000,Graphic Design,F,36-45,11,1,Texas,Central,Professional,Technology,3,203.9
1648779,Customer_365,C00003,Web Development,F,46-55,23,1,Texas,Southern,Student,Technology,4,352.45
9800117,Customer_366,C00004,Web Development,M,0-17,25,0,New York,Northern,Professional,Technology,3,467.5
7216632,Customer_367,C00000,Web Development,M,26-35,57,1,Texas,Eastern,Student,Technology,3,470.9
7510558,Customer_368,C00001,Graphic Design,F,0-17,53,1,New York,Northern,Student,Business,2,439.83
8851154,Customer_369,C00003,Digital Marketing,M,36-45,31,0,New York,Central,Retired,Technology,3,300.43
2627481,Customer_370,C00003,Graphic Design,M,18-25,13,0,New York,Northern,Unemployed,Technology,4,307.33
3590237,Customer_371,C00000,Graphic Design,M,26-35,39,0,New York,Northern,Professional,Arts,3,481.76
6065649,Customer_372,C00004,Python Programming,M,55+,19,1,Texas,Southern,Self-Employed,Technology,3,348.05
9869032,Customer_373,C00004,Data Science,M,0-17,34,1,Texas,Central,Unemployed,Arts,1,59.1
8416170,Customer_374,C00004,Graphic Design,M,55+,46,0,Florida,Central,Self-Employed,Technology,4,174.66
2236191,Customer_375,C00001,Graphic Design,F,18-25,59,1,California,Western,Professional,Technology,2,225.73
5575335,Customer_376,C00000,Data Science,F,36-45,30,1,Florida,Western,Professional,Technology,4,269.06
7545720,Customer_377,C00002,Web Development,M,18-25,47,1,New York,Eastern,Self-Employed,Arts,3,186.65
5710389,Customer_378,C00001,Data Science,M,0-17,56,1,Illinois,Eastern,Professional,Technology,1,146.49
1992544,Customer_379,C00004,Graphic Design,F,26-35,29,1,Florida,Central,Student,Technology,2,369.77
6560356,Customer_380,C00004,Digital Marketing,M,0-17,50,0,Illinois,Northern,Student,Technology,3,126.13
6650170,Customer_381,C00003,Python Programming,F,18-25,13,0,Illinois,Western,Professional,Technology,4,90.99
7762444,Customer_382,C00001,Python Programming,M,18-25,47,0,Texas,Eastern,Retired,Arts,2,234.52
1260146,Customer_383,C00000,Data Science,F,0-17,13,0,New York,Central,Professional,Technology,2,414.74
5241932,Customer_384,C00004,Data Science,M,55+,30,0,California,Northern,Professional,Technology,2,392.12
8975059,Customer_385,C00002,Web Development,M,55+,48,0,California,Southern,Self-Employed,Business,3,156.38
5355779,Customer_386,C00003,Python Programming,M,0-17,40,0,California,Northern,Student,Technology,3,170.1
2071498,Customer_387,C00000,Data Science,F,0-17,43,0,California,Western,Retired,Technology,2,494.22
7702004,Customer_388,C00000,Graphic Design,M,18-25,35,0,California,Northern,Student,Technology,1,83.43
1146524,Customer_389,C00000,Graphic Design,F,46-55,51,1,Illinois,Western,Retired,Technology,2,85.39
4371054,Customer_390,C00003,Digital Marketing,M,0-17,54,0,Illinois,Southern,Unemployed,Technology,3,90.8
3266339,Customer_391,C00002,Digital Marketing,M,36-45,32,1,Illinois,Northern,Unemployed,Technology,3,195.7
9423633,Customer_392,C00004,Data Science,M,18-25,47,1,New York,Southern,Retired,Technology,3,393.73
4343511,Customer_393,C00003,Web Development,M,46-55,12,0,Florida,Western,Professional,Arts,3,450.81
7641269,Customer_394,C00003,Web Development,F,26-35,37,0,Texas,Western,Student,Technology,2,469.59
9963253,Customer_395,C00002,Web Development,M,46-55,56,0,Illinois,Western,Self-Employed,Arts,1,163.58
5018700,Customer_396,C00000,Web Development,M,26-35,47,0,New York,Central,Unemployed,Business,4,257.08
2283501,Customer_397,C00004,Python Programming,M,46-55,38,1,New York,Western,Self-Employed,Technology,2,92.08
3817543,Customer_398,C00001,Web Development,F,18-25,45,0,Texas,Eastern,Professional,Technology,4,300.31
8467514,Customer_399,C00000,Digital Marketing,F,36-45,57,1,California,Northern,Retired,Technology,3,52.94
3315695,Customer_400,C00000,Digital Marketing,M,18-25,43,0,New York,Central,Self-Employed,Technology,4,256.84
9479399,Customer_401,C00002,Python Programming,F,46-55,35,0,Florida,Southern,Professional,Technology,4,491.18
6177182,Customer_402,C00001,Data Science,M,46-55,20,1,Florida,Southern,Professional,Arts,2,113.19
1951530,Customer_403,C00004,Graphic Design,M,26-35,49,0,Florida,Eastern,Self-Employed,Technology,1,144.84
5097901,Customer_404,C00004,Digital Marketing,M,0-17,18,1,New York,Northern,Student,Arts,1,174.94
2261121,Customer_405,C00004,Digital Marketing,M,18-25,27,1,New York,Eastern,Unemployed,Technology,2,440.05
2394126,Customer_406,C00002,Python Programming,F,26-35,35,1,New York,Northern,Unemployed,Arts,1,450.5
1063483,Customer_407,C00001,Digital Marketing,M,46-55,17,1,New York,Southern,Professional,Business,2,475.38
7711672,Customer_408,C00001,Graphic Design,F,46-55,39,1,Florida,Eastern,Unemployed,Arts,2,161.78
1970936,Customer_409,C00000,Python Programming,F,0-17,49,1,Texas,Southern,Professional,Technology,1,254.07
4553864,Customer_410,C00003,Web Development,F,18-25,51,1,Texas,Northern,Student,Business,3,221.9
9693794,Customer_411,C00001,Web Development,M,46-55,30,1,New York,Eastern,Retired,Technology,2,318.14
8948908,Customer_412,C00004,Web Development,F,36-45,43,0,Florida,Eastern,Retired,Arts,1,183.18
6557425,Customer_413,C00004,Graphic Design,F,0-17,59,1,Texas,Central,Retired,Technology,4,423.06
6525452,Customer_414,C00003,Data Science,M,0-17,20,1,Florida,Central,Student,Technology,4,457.76
8460817,Customer_415,C00003,Digital Marketing,F,26-35,22,0,New York,Northern,Retired,Technology,2,454.99
8640880,Customer_416,C00000,Graphic Design,M,26-35,57,1,New York,Northern,Retired,Business,1,168.43
3970186,Customer_417,C00000,Data Science,M,26-35,12,1,Illinois,Eastern,Self-Employed,Arts,1,268.02
3059403,Customer_418,C00002,Python Programming,F,46-55,42,1,New York,Central,Student,Technology,2,292.03
7133282,Customer_419,C00004,Graphic Design,M,55+,34,1,Florida,Northern,Retired,Technology,4,486.47
8254730,Customer_420,C00002,Python Programming,F,0-17,15,1,New York,Eastern,Self-Employed,Technology,2,247.06
4247564,Customer_421,C00004,Data Science,F,18-25,29,0,California,Northern,Retired,Business,2,81.42
5229873,Customer_422,C00002,Graphic Design,F,36-45,10,1,Illinois,Western,Professional,Business,4,339.53
6072394,Customer_423,C00000,Digital Marketing,F,46-55,27,0,New York,Central,Retired,Technology,4,128.51
6300994,Customer_424,C00001,Data Science,F,46-55,33,1,New York,Northern,Self-Employed,Business,3,214.34
5068335,Customer_425,C00003,Digital Marketing,F,18-25,56,0,Illinois,Southern,Professional,Arts,3,283.13
3129995,Customer_426,C00004,Python Programming,M,46-55,30,1,California,Eastern,Student,Business,4,483.25
8079854,Customer_427,C00000,Digital Marketing,M,18-25,46,0,Illinois,Eastern,Student,Arts,4,121.85
8344122,Customer_428,C00000,Graphic Design,M,55+,46,0,Florida,Central,Student,Business,2,433.34
5230787,Customer_429,C00000,Graphic Design,M,18-25,22,0,Florida,Central,Retired,Arts,4,58.45
4215142,Customer_430,C00002,Web Development,F,0-17,54,1,California,Eastern,Self-Employed,Technology,1,71.56
2827731,Customer_431,C00003,Digital Marketing,M,46-55,46,0,New York,Northern,Student,Technology,2,265.76
1578129,Customer_432,C00000,Web Development,F,46-55,25,0,Illinois,Central,Self-Employed,Business,1,307.57
7229136,Customer_433,C00002,Data Science,F,36-45,47,0,Texas,Central,Student,Business,4,135.05
5258631,Customer_434,C00000,Python Programming,F,18-25,34,1,California,Eastern,Unemployed,Business,1,133.27
5171019,Customer_435,C00002,Data Science,M,36-45,55,0,Illinois,Eastern,Professional,Arts,4,373.87
1811158,Customer_436,C00001,Python Programming,F,55+,30,0,Illinois,Northern,Retired,Technology,2,188.79
4319003,Customer_437,C00002,Digital Marketing,F,36-45,17,1,California,Eastern,Professional,Business,2,369.62
8066242,Customer_438,C00004,Graphic Design,M,55+,56,0,Texas,Western,Professional,Business,4,282.87
6772168,Customer_439,C00003,Digital Marketing,M,36-45,33,1,Florida,Northern,Unemployed,Technology,2,215.12
8722056,Customer_440,C00002,Python Programming,M,26-35,30,1,Florida,Southern,Self-Employed,Business,2,70.6
2079001,Customer_441,C00003,Web Development,M,0-17,15,1,New York,Northern,Professional,Technology,3,487.63
1694566,Customer_442,C00002,Python Programming,F,18-25,17,0,New York,Western,Unemployed,Technology,4,221.01
8438049,Customer_443,C00003,Web Development,F,46-55,46,1,Florida,Southern,Self-Employed,Technology,2,405.34
4328344,Customer_444,C00001,Data Science,M,26-35,57,0,Texas,Northern,Unemployed,Technology,2,201.51
9174911,Customer_445,C00004,Graphic Design,M,26-35,19,1,California,Eastern,Self-Employed,Technology,1,454
1732053,Customer_446,C00004,Data Science,F,26-35,15,0,Illinois,Southern,Unemployed,Technology,4,82.46
2554635,Customer_447,C00004,Digital Marketing,M,46-55,35,1,New York,Central,Professional,Arts,3,176.62
8371429,Customer_448,C00002,Web Development,M,26-35,43,0,Florida,Eastern,Professional,Arts,4,286.79
3420348,Customer_449,C00004,Web Development,F,26-35,30,0,Illinois,Northern,Unemployed,Technology,1,325.84
3605366,Customer_450,C00000,Data Science,F,46-55,10,1,California,Eastern,Professional,Technology,1,339.55
5734835,Customer_451,C00000,Graphic Design,M,0-17,43,0,California,Eastern,Unemployed,Technology,1,226.35
4225011,Customer_452,C00004,Graphic Design,M,55+,29,0,New York,Eastern,Unemployed,Technology,2,332.45
3833491,Customer_453,C00004,Data Science,F,26-35,19,0,New York,Central,Retired,Technology,3,439.8
8427897,Customer_454,C00002,Graphic Design,M,18-25,12,1,Texas,Eastern,Student,Technology,1,427.13
2424751,Customer_455,C00004,Digital Marketing,F,0-17,26,1,California,Central,Professional,Business,1,163.53
6863000,Customer_456,C00003,Python Programming,F,46-55,33,1,Florida,Northern,Unemployed,Technology,3,68.72
2312059,Customer_457,C00001,Web Development,M,0-17,35,0,California,Western,Student,Arts,1,157.84
4884186,Customer_458,C00002,Web Development,F,0-17,52,1,California,Central,Unemployed,Technology,2,418.78
7721144,Customer_459,C00002,Web Development,F,36-45,26,1,Texas,Eastern,Professional,Arts,1,346.51
2637291,Customer_460,C00000,Python Programming,M,46-55,27,1,California,Central,Unemployed,Arts,2,106.03
4003001,Customer_461,C00002,Digital Marketing,F,0-17,50,1,Florida,Southern,Self-Employed,Business,4,123.92
1091934,Customer_462,C00002,Data Science,M,46-55,27,1,Texas,Northern,Self-Employed,Business,4,169.32
2920327,Customer_463,C00001,Graphic Design,M,55+,59,0,California,Eastern,Retired,Technology,4,434.43
9253536,Customer_464,C00003,Graphic Design,F,26-35,47,1,New York,Southern,Professional,Technology,3,229.08
4182070,Customer_465,C00001,Python Programming,M,46-55,51,1,Illinois,Southern,Professional,Technology,2,202.84
3075766,Customer_466,C00003,Web Development,F,0-17,48,0,California,Central,Student,Technology,4,151.54
5218027,Customer_467,C00000,Graphic Design,M,46-55,22,1,Florida,Southern,Unemployed,Technology,3,353.26
9119311,Customer_468,C00001,Data Science,F,36-45,16,0,Florida,Eastern,Professional,Arts,3,485.62
3727748,Customer_469,C00001,Graphic Design,F,55+,57,0,New York,Southern,Professional,Technology,2,85.71
2328330,Customer_470,C00001,Web Development,M,36-45,34,1,California,Southern,Student,Technology,1,276.23
1940117,Customer_471,C00004,Data Science,M,36-45,43,1,California,Central,Self-Employed,Technology,4,456.15
3518695,Customer_472,C00004,Web Development,M,55+,24,0,California,Eastern,Professional,Technology,4,170.41
5817002,Customer_473,C00001,Web Development,M,55+,15,0,Florida,Western,Student,Technology,1,202.57
3563563,Customer_474,C00002,Python Programming,F,55+,19,1,Texas,Northern,Self-Employed,Technology,1,272.06
2029726,Customer_475,C00000,Web Development,F,46-55,47,0,Texas,Western,Professional,Technology,1,113.06
5433489,Customer_476,C00002,Data Science,M,0-17,48,0,New York,Western,Self-Employed,Technology,1,411.7
9285196,Customer_477,C00000,Python Programming,F,26-35,21,0,Florida,Eastern,Professional,Business,4,163.31
3571051,Customer_478,C00000,Python Programming,F,18-25,35,0,Illinois,Eastern,Retired,Technology,2,76.47
9786870,Customer_479,C00004,Data Science,F,26-35,26,0,New York,Southern,Unemployed,Technology,3,349.14
1074518,Customer_480,C00000,Python Programming,M,55+,29,0,Texas,Northern,Student,Technology,1,295.38
8125791,Customer_481,C00001,Data Science,F,36-45,33,0,Illinois,Central,Professional,Technology,4,468.34
9466804,Customer_482,C00001,Graphic Design,F,55+,58,0,New York,Eastern,Unemployed,Technology,4,402.19
6618722,Customer_483,C00000,Python Programming,F,0-17,19,0,New York,Eastern,Retired,Technology,4,66.21
3877410,Customer_484,C00004,Graphic Design,M,55+,52,1,Florida,Southern,Self-Employed,Technology,3,288.41
3551594,Customer_485,C00002,Python Programming,M,55+,51,1,California,Northern,Retired,Technology,1,440.52
6672826,Customer_486,C00004,Web Development,M,46-55,51,0,Texas,Central,Unemployed,Arts,1,58.25
8848766,Customer_487,C00004,Data Science,M,46-55,49,0,Texas,Northern,Student,Technology,1,218.06
4239763,Customer_488,C00002,Web Development,F,0-17,36,1,California,Northern,Unemployed,Technology,2,424.89
4483888,Customer_489,C00001,Graphic Design,M,0-17,52,1,Illinois,Southern,Self-Employed,Technology,3,162.2
9102086,Customer_490,C00003,Data Science,F,55+,21,0,Illinois,Western,Unemployed,Technology,4,55.48
9642076,Customer_491,C00004,Data Science,F,36-45,17,1,Illinois,Eastern,Retired,Technology,2,203.26
2167437,Customer_492,C00001,Graphic Design,M,36-45,37,0,California,Western,Unemployed,Technology,3,65.57
6341653,Customer_493,C00000,Data Science,F,0-17,42,0,Florida,Western,Unemployed,Business,1,462.06
1059202,Customer_494,C00004,Data Science,M,36-45,40,0,Florida,Western,Unemployed,Technology,1,433.75
7419566,Customer_495,C00004,Python Programming,M,55+,32,0,New York,Southern,Unemployed,Business,4,239.86
7030500,Customer_496,C00000,Digital Marketing,M,18-25,39,1,Texas,Central,Self-Employed,Arts,1,233.52
6718986,Customer_497,C00003,Web Development,F,55+,42,0,California,Northern,Unemployed,Technology,4,490.74
2631746,Customer_498,C00003,Digital Marketing,F,46-55,12,0,Florida,Western,Student,Technology,2,270.17
5786597,Customer_499,C00002,Data Science,F,36-45,32,1,Texas,Central,Self-Employed,Technology,3,246.51
1089031,Customer_500,C00000,Digital Marketing,F,36-45,57,0,Illinois,Southern,Self-Employed,Business,3,230.21
5135760,Customer_501,C00001,Python Programming,M,36-45,50,0,California,Central,Unemployed,Business,3,192.96
6572339,Customer_502,C00001,Graphic Design,F,0-17,57,0,Texas,Southern,Retired,Technology,2,204.45
1856658,Customer_503,C00003,Graphic Design,F,55+,34,0,Florida,Northern,Unemployed,Business,3,249.97
8557938,Customer_504,C00002,Digital Marketing,M,55+,24,1,Illinois,Eastern,Self-Employed,Technology,4,465.59
9964029,Customer_505,C00002,Python Programming,M,18-25,12,0,New York,Eastern,Professional,Business,3,445.03
3552786,Customer_506,C00001,Graphic Design,F,55+,13,0,New York,Northern,Student,Technology,4,393.25
8417884,Customer_507,C00002,Digital Marketing,M,36-45,43,1,New York,Southern,Retired,Arts,2,402.7
2476387,Customer_508,C00003,Digital Marketing,M,18-25,52,0,Florida,Eastern,Retired,Technology,2,240.76
2564981,Customer_509,C00003,Web Development,F,18-25,46,0,California,Western,Retired,Technology,3,312.27
1200049,Customer_510,C00002,Python Programming,M,0-17,10,0,Texas,Southern,Self-Employed,Business,3,453.61
1661034,Customer_511,C00003,Web Development,M,36-45,34,1,Florida,Eastern,Retired,Business,2,198.89
3551598,Customer_512,C00003,Digital Marketing,F,18-25,48,1,Texas,Eastern,Retired,Technology,2,228.84
7648005,Customer_513,C00002,Web Development,M,36-45,22,1,Florida,Western,Professional,Technology,2,169.29
1383516,Customer_514,C00003,Web Development,F,36-45,25,0,Illinois,Northern,Professional,Business,2,70.22
5006995,Customer_515,C00000,Digital Marketing,F,55+,36,1,Florida,Eastern,Professional,Technology,2,57.31
8264905,Customer_516,C00003,Graphic Design,F,26-35,33,1,New York,Western,Retired,Technology,4,172.6
1476379,Customer_517,C00004,Data Science,F,46-55,39,0,California,Central,Retired,Arts,2,473.53
2030987,Customer_518,C00001,Graphic Design,F,36-45,26,1,Texas,Northern,Unemployed,Technology,4,195.91
7835040,Customer_519,C00000,Python Programming,F,55+,28,0,Illinois,Southern,Self-Employed,Business,4,449.86
9908966,Customer_520,C00002,Graphic Design,F,0-17,55,0,New York,Northern,Unemployed,Technology,1,103.16
6625887,Customer_521,C00001,Digital Marketing,M,55+,43,0,Illinois,Eastern,Self-Employed,Technology,3,353.6
6320435,Customer_522,C00004,Web Development,F,46-55,13,0,Texas,Eastern,Unemployed,Business,3,197.86
2138582,Customer_523,C00001,Python Programming,F,0-17,48,0,Florida,Western,Professional,Business,3,451.62
9850814,Customer_524,C00003,Python Programming,M,0-17,17,1,California,Eastern,Retired,Technology,2,363.98
8436123,Customer_525,C00001,Python Programming,M,0-17,30,0,New York,Northern,Professional,Technology,1,203.96
6626901,Customer_526,C00002,Web Development,F,26-35,58,0,California,Western,Unemployed,Technology,3,269.39
9785725,Customer_527,C00003,Graphic Design,F,46-55,34,0,Texas,Central,Self-Employed,Arts,1,155.59
5619756,Customer_528,C00003,Web Development,M,0-17,12,1,Illinois,Central,Student,Technology,1,63.55
7393641,Customer_529,C00004,Data Science,F,55+,20,1,California,Central,Student,Arts,2,79.13
8436659,Customer_530,C00001,Python Programming,F,55+,44,1,Illinois,Western,Retired,Technology,3,415.3
